Date;Period;jAuditRate;jTaxRate;jPeriod;jSubject;jSujeto;jGroup;jGrupo;jProfit;jnCorrectRET;jProfitRET;jDeclared;jDeduction;jTotalDeduction;jCheat;jType;jAudited;jFine;jDeductionsGroup;jReceivedFromGroup;jTaxRateProposed;jnCorrectSum;jGroupDG;jProfitDG;jProposerDG;jOfferDG;jage_subject;jgender;jTrust;jIdeology;jIncome;jPublicTransport;jTaxes;jDrivingFast;jMoneyFound;jLying;jAccidentalDamage;jLitter;jDrivingAlcohol;jJobApplication;jBuyingStolen;jProfitRiskAv;jdec1;jdec2;jdec3;jdec4;jdec5;jdec6;jdec7;jdec8;jdec9;jdec10;jHLJump;jSafeChoices;jedec1;jedec2;jedec3;jedec4;jedec5;jeHLJump;jequizWrong
151217_0935;4;0;10;4;13;-1;2;-1;466.25;3;450;45;4.5;4.5;1;-1;0;0;83;20.75;-1;3;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;4;0;10;4;14;-1;5;-1;611.25;4;600;400;40;40;1;-1;0;0;205;51.25;-1;4;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;4;0;10;4;15;-1;1;-1;79.75;0;0;0;0;0;0;-1;0;0;319;79.75;-1;0;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;4;0;10;4;16;-1;6;-1;863.75;6;900;900;90;90;0;-1;0;0;215;53.75;-1;6;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;4;0;10;4;17;-1;2;-1;707.25;5;750;635;63.5;63.5;1;-1;0;0;83;20.75;-1;5;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;4;0;10;4;18;-1;6;-1;953.75;6;900;0;0;0;1;-1;0;0;215;53.75;-1;6;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;4;0;10;4;19;-1;4;-1;902.75;6;900;900;90;90;0;-1;0;0;371;92.75;-1;6;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;4;0;10;4;20;-1;4;-1;942.75;6;900;500;50;50;1;-1;0;0;371;92.75;-1;6;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;4;0;10;4;21;-1;1;-1;900.75;6;900;790;79;79;1;-1;0;0;319;79.75;-1;6;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;4;0;10;4;22;-1;3;-1;1020.5;7;1050;1050;105;105;0;-1;0;0;302;75.5;-1;7;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;4;0;10;4;23;-1;3;-1;973.5;6;900;20;2;2;1;-1;0;0;302;75.5;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;4;0;10;4;24;-1;3;-1;1020.5;7;1050;1050;105;105;0;-1;0;0;302;75.5;-1;7;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;5;0;10;5;1;-1;6;-1;772.5;5;750;250;25;25;1;-1;0;0;190;47.5;-1;5;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;5;0;10;5;2;-1;4;-1;1441.25;10;1500;1500;150;150;0;-1;0;0;365;91.25;-1;10;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;5;0;10;5;3;-1;1;-1;1452.75;10;1500;1500;150;150;0;-1;0;0;411;102.75;-1;10;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;5;0;10;5;4;-1;2;-1;482.125;3;450;0;0;0;1;-1;0;0;128.5;32.125;-1;3;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;5;0;10;5;5;-1;5;-1;892.5;6;900;500;50;50;1;-1;0;0;170;42.5;-1;6;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;5;0;10;5;6;-1;6;-1;857.5;6;900;900;90;90;0;-1;0;0;190;47.5;-1;6;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;5;0;10;5;7;-1;5;-1;447.5;3;450;450;45;45;0;-1;0;0;170;42.5;-1;3;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;5;0;10;5;8;-1;3;-1;877.625;6;900;900;90;90;0;-1;0;0;270.5;67.625;-1;6;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;5;0;10;5;9;-1;1;-1;1317.75;9;1350;1350;135;135;0;-1;0;0;411;102.75;-1;9;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;5;0;10;5;10;-1;2;-1;172.125;1;150;100;10;10;1;-1;0;0;128.5;32.125;-1;1;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;5;0;10;5;11;-1;4;-1;901.25;6;900;900;90;90;0;-1;0;0;365;91.25;-1;6;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;5;0;10;5;12;-1;5;-1;312.5;2;300;300;30;30;0;-1;0;0;170;42.5;-1;2;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;5;0;10;5;13;-1;2;-1;1.071.625;7;1050;105;10.5;10.5;1;-1;0;0;128.5;32.125;-1;7;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;5;0;10;5;14;-1;5;-1;447.5;3;450;450;45;45;0;-1;0;0;170;42.5;-1;3;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;5;0;10;5;15;-1;1;-1;507.75;3;450;450;45;45;0;-1;0;0;411;102.75;-1;3;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;5;0;10;5;16;-1;6;-1;722.5;5;750;750;75;75;0;-1;0;0;190;47.5;-1;5;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;5;0;10;5;17;-1;2;-1;1.124.125;8;1200;1080;108;108;1;-1;0;0;128.5;32.125;-1;8;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;5;0;10;5;18;-1;6;-1;1097.5;7;1050;0;0;0;1;-1;0;0;190;47.5;-1;7;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;5;0;10;5;19;-1;4;-1;766.25;5;750;750;75;75;0;-1;0;0;365;91.25;-1;5;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;5;0;10;5;20;-1;4;-1;1091.25;7;1050;500;50;50;1;-1;0;0;365;91.25;-1;7;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;5;0;10;5;21;-1;1;-1;921.75;6;900;810;81;81;1;-1;0;0;411;102.75;-1;6;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;5;0;10;5;22;-1;3;-1;742.625;5;750;750;75;75;0;-1;0;0;270.5;67.625;-1;5;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;5;0;10;5;23;-1;3;-1;817.125;5;750;5;0.5;0.5;1;-1;0;0;270.5;67.625;-1;5;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;5;0;10;5;24;-1;3;-1;1.012.625;7;1050;1050;105;105;0;-1;0;0;270.5;67.625;-1;7;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;6;0;10;6;1;-1;6;-1;476.25;3;450;250;25;25;1;-1;0;0;205;51.25;-1;3;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;6;0;10;6;2;-1;4;-1;1.293.125;9;1350;1350;135;135;0;-1;0;0;312.5;78.125;-1;9;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;6;0;10;6;3;-1;1;-1;1.029.375;7;1050;1050;105;105;0;-1;0;0;337.5;84.375;-1;7;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;6;0;10;6;4;-1;2;-1;1.225.875;8;1200;0;0;0;1;-1;0;0;103.5;25.875;-1;8;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;6;0;10;6;5;-1;5;-1;621.25;4;600;200;20;20;1;-1;0;0;165;41.25;-1;4;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;6;0;10;6;6;-1;6;-1;726.25;5;750;750;75;75;0;-1;0;0;205;51.25;-1;5;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;6;0;10;6;7;-1;5;-1;311.25;2;300;300;30;30;0;-1;0;0;165;41.25;-1;2;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;6;0;10;6;8;-1;3;-1;870.5;6;900;900;90;90;0;-1;0;0;242;60.5;-1;6;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;6;0;10;6;9;-1;1;-1;1.299.375;9;1350;1350;135;135;0;-1;0;0;337.5;84.375;-1;9;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;6;0;10;6;10;-1;2;-1;310.875;2;300;150;15;15;1;-1;0;0;103.5;25.875;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;6;0;10;6;11;-1;4;-1;760.625;5;750;675;67.5;67.5;1;-1;0;0;312.5;78.125;-1;5;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;6;0;10;6;12;-1;5;-1;716.25;5;750;750;75;75;0;-1;0;0;165;41.25;-1;5;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;6;0;10;6;13;-1;2;-1;768.375;5;750;75;7.5;7.5;1;-1;0;0;103.5;25.875;-1;5;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;6;0;10;6;14;-1;5;-1;751.25;5;750;400;40;40;1;-1;0;0;165;41.25;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;6;0;10;6;15;-1;1;-1;354.375;2;300;300;30;30;0;-1;0;0;337.5;84.375;-1;2;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;6;0;10;6;16;-1;6;-1;996.25;7;1050;1050;105;105;0;-1;0;0;205;51.25;-1;7;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;6;0;10;6;17;-1;2;-1;844.875;6;900;810;81;81;1;-1;0;0;103.5;25.875;-1;6;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;6;0;10;6;18;-1;6;-1;951.25;6;900;0;0;0;1;-1;0;0;205;51.25;-1;6;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;6;0;10;6;19;-1;4;-1;768.125;5;750;600;60;60;1;-1;0;0;312.5;78.125;-1;5;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;6;0;10;6;20;-1;4;-1;1.228.125;8;1200;500;50;50;1;-1;0;0;312.5;78.125;-1;8;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;6;0;10;6;21;-1;1;-1;766.875;5;750;675;67.5;67.5;1;-1;0;0;337.5;84.375;-1;5;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;6;0;10;6;22;-1;3;-1;465.5;3;450;450;45;45;0;-1;0;0;242;60.5;-1;3;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;6;0;10;6;23;-1;3;-1;958.5;6;900;20;2;2;1;-1;0;0;242;60.5;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;6;0;10;6;24;-1;3;-1;1005.5;7;1050;1050;105;105;0;-1;0;0;242;60.5;-1;7;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;7;0;10;7;1;-1;6;-1;618.75;4;600;250;25;25;1;-1;0;0;175;43.75;-1;4;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;7;0;10;7;2;-1;4;-1;1.457.375;10;1500;1500;150;150;0;-1;0;0;429.5;107.375;-1;10;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;7;0;10;7;3;-1;1;-1;1460.25;10;1500;1500;150;150;0;-1;0;0;441;110.25;-1;10;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;7;0;10;7;4;-1;2;-1;13.125;0;0;0;0;0;0;-1;0;0;52.5;13.125;-1;0;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;7;0;10;7;5;-1;5;-1;915;6;900;500;50;50;1;-1;0;0;260;65;-1;6;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;7;0;10;7;6;-1;6;-1;583.75;4;600;600;60;60;0;-1;0;0;175;43.75;-1;4;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;7;0;10;7;7;-1;5;-1;740;5;750;750;75;75;0;-1;0;0;260;65;-1;5;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;7;0;10;7;8;-1;3;-1;1170.5;8;1200;1200;120;120;0;-1;0;0;362;90.5;-1;8;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;7;0;10;7;9;-1;1;-1;1460.25;10;1500;1500;150;150;0;-1;0;0;441;110.25;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;7;0;10;7;10;-1;2;-1;13.125;0;0;0;0;0;0;-1;0;0;52.5;13.125;-1;0;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;7;0;10;7;11;-1;4;-1;1.062.875;7;1050;945;94.5;94.5;1;-1;0;0;429.5;107.375;-1;7;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;7;0;10;7;12;-1;5;-1;875;6;900;900;90;90;0;-1;0;0;260;65;-1;6;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;7;0;10;7;13;-1;2;-1;1.201.125;8;1200;120;12;12;1;-1;0;0;52.5;13.125;-1;8;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;7;0;10;7;14;-1;5;-1;920;6;900;450;45;45;1;-1;0;0;260;65;-1;6;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;7;0;10;7;15;-1;1;-1;650.25;4;600;600;60;60;0;-1;0;0;441;110.25;-1;4;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;7;0;10;7;16;-1;6;-1;853.75;6;900;900;90;90;0;-1;0;0;175;43.75;-1;6;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;7;0;10;7;17;-1;2;-1;422.625;3;450;405;40.5;40.5;1;-1;0;0;52.5;13.125;-1;3;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;7;0;10;7;18;-1;6;-1;643.75;4;600;0;0;0;1;-1;0;0;175;43.75;-1;4;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;7;0;10;7;19;-1;4;-1;1.322.375;9;1350;1350;135;135;0;-1;0;0;429.5;107.375;-1;9;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;7;0;10;7;20;-1;4;-1;807.375;5;750;500;50;50;1;-1;0;0;429.5;107.375;-1;5;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;7;0;10;7;21;-1;1;-1;929.25;6;900;810;81;81;1;-1;0;0;441;110.25;-1;6;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;7;0;10;7;22;-1;3;-1;1185.5;8;1200;1050;105;105;1;-1;0;0;362;90.5;-1;8;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;7;0;10;7;23;-1;3;-1;988.5;6;900;20;2;2;1;-1;0;0;362;90.5;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;7;0;10;7;24;-1;3;-1;1305.5;9;1350;1350;135;135;0;-1;0;0;362;90.5;-1;9;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;8;0;10;8;1;-1;6;-1;618.75;4;600;250;25;25;1;-1;0;0;175;43.75;-1;4;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;8;0;10;8;2;-1;4;-1;1167.5;8;1200;1200;120;120;0;-1;0;0;350;87.5;-1;8;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;8;0;10;8;3;-1;1;-1;1041.5;7;1050;1050;105;105;0;-1;0;0;386;96.5;-1;7;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;8;0;10;8;4;-1;2;-1;780;5;750;0;0;0;1;-1;0;0;120;30;-1;5;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;8;0;10;8;5;-1;5;-1;616.25;4;600;200;20;20;1;-1;0;0;145;36.25;-1;4;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;8;0;10;8;6;-1;6;-1;448.75;3;450;450;45;45;0;-1;0;0;175;43.75;-1;3;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;8;0;10;8;7;-1;5;-1;711.25;5;750;750;75;75;0;-1;0;0;145;36.25;-1;5;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;8;0;10;8;8;-1;3;-1;739;5;750;750;75;75;0;-1;0;0;256;64;-1;5;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;8;0;10;8;9;-1;1;-1;1456.5;10;1500;1400;140;140;1;-1;0;0;386;96.5;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;8;0;10;8;10;-1;2;-1;315;2;300;150;15;15;1;-1;0;0;120;30;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;8;0;10;8;11;-1;4;-1;897.5;6;900;900;90;90;0;-1;0;0;350;87.5;-1;6;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;8;0;10;8;12;-1;5;-1;786.25;5;750;0;0;0;1;-1;0;0;145;36.25;-1;5;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;8;0;10;8;13;-1;2;-1;1069.5;7;1050;105;10.5;10.5;1;-1;0;0;120;30;-1;7;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;8;0;10;8;14;-1;5;-1;736.25;5;750;500;50;50;1;-1;0;0;145;36.25;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
